"Date","Start","End","Germany/Luxembourg [€/MWh]"
"Feb 27, 2022","4:00 PM","5:00 PM","176.15"
"Feb 27, 2022","5:00 PM","6:00 PM","229.90"
"Feb 27, 2022","6:00 PM","7:00 PM","275.76"
"Feb 27, 2022","7:00 PM","8:00 PM","274.50"
"Feb 27, 2022","8:00 PM","9:00 PM","220.70"
"Feb 27, 2022","9:00 PM","10:00 PM","197.80"
"Feb 27, 2022","10:00 PM","11:00 PM","197.78"
"Feb 27, 2022","11:00 PM","12:00 AM","197.22"
"Feb 28, 2022","12:00 AM","1:00 AM","177.39"
"Feb 28, 2022","1:00 AM","2:00 AM","174.06"
"Feb 28, 2022","2:00 AM","3:00 AM","185.57"
"Feb 28, 2022","3:00 AM","4:00 AM","178.26"
"Feb 28, 2022","4:00 AM","5:00 AM","197.00"
"Feb 28, 2022","5:00 AM","6:00 AM","217.00"
"Feb 28, 2022","6:00 AM","7:00 AM","284.97"
"Feb 28, 2022","7:00 AM","8:00 AM","322.90"
"Feb 28, 2022","8:00 AM","9:00 AM","308.90"
"Feb 28, 2022","9:00 AM","10:00 AM","267.30"
"Feb 28, 2022","10:00 AM","11:00 AM","163.82"
"Feb 28, 2022","11:00 AM","12:00 PM","145.55"
"Feb 28, 2022","12:00 PM","1:00 PM","137.09"
"Feb 28, 2022","1:00 PM","2:00 PM","135.40"
"Feb 28, 2022","2:00 PM","3:00 PM","141.17"
"Feb 28, 2022","3:00 PM","4:00 PM","198.24"
"Feb 28, 2022","4:00 PM","5:00 PM","253.79"
"Feb 28, 2022","5:00 PM","6:00 PM","280.56"
"Feb 28, 2022","6:00 PM","7:00 PM","300.00"
"Feb 28, 2022","7:00 PM","8:00 PM","282.19"
"Feb 28, 2022","8:00 PM","9:00 PM","207.32"
"Feb 28, 2022","9:00 PM","10:00 PM","137.24"
"Feb 28, 2022","10:00 PM","11:00 PM","163.30"
"Feb 28, 2022","11:00 PM","12:00 AM","140.09"
"Mar 1, 2022","12:00 AM","1:00 AM","143.17"
"Mar 1, 2022","1:00 AM","2:00 AM","143.15"
"Mar 1, 2022","2:00 AM","3:00 AM","149.74"
"Mar 1, 2022","3:00 AM","4:00 AM","163.50"
"Mar 1, 2022","4:00 AM","5:00 AM","173.15"
"Mar 1, 2022","5:00 AM","6:00 AM","194.03"
"Mar 1, 2022","6:00 AM","7:00 AM","268.04"
"Mar 1, 2022","7:00 AM","8:00 AM","286.73"
"Mar 1, 2022","8:00 AM","9:00 AM","284.91"
"Mar 1, 2022","9:00 AM","10:00 AM","217.58"
"Mar 1, 2022","10:00 AM","11:00 AM","179.33"
"Mar 1, 2022","11:00 AM","12:00 PM","222.33"
"Mar 1, 2022","12:00 PM","1:00 PM","220.00"
"Mar 1, 2022","1:00 PM","2:00 PM","221.50"
"Mar 1, 2022","2:00 PM","3:00 PM","235.02"
"Mar 1, 2022","3:00 PM","4:00 PM","261.24"
"Mar 1, 2022","4:00 PM","5:00 PM","283.20"
"Mar 1, 2022","5:00 PM","6:00 PM","315.87"
"Mar 1, 2022","6:00 PM","7:00 PM","362.75"
"Mar 1, 2022","7:00 PM","8:00 PM","354.11"
"Mar 1, 2022","8:00 PM","9:00 PM","315.87"
"Mar 1, 2022","9:00 PM","10:00 PM","286.00"
"Mar 1, 2022","10:00 PM","11:00 PM","266.94"
"Mar 1, 2022","11:00 PM","12:00 AM","245.47"
"Mar 2, 2022","12:00 AM","1:00 AM","251.04"
"Mar 2, 2022","1:00 AM","2:00 AM","248.43"
"Mar 2, 2022","2:00 AM","3:00 AM","242.06"
"Mar 2, 2022","3:00 AM","4:00 AM","233.14"
"Mar 2, 2022","4:00 AM","5:00 AM","233.62"
"Mar 2, 2022","5:00 AM","6:00 AM","250.00"
"Mar 2, 2022","6:00 AM","7:00 AM","291.55"
"Mar 2, 2022","7:00 AM","8:00 AM","329.07"
"Mar 2, 2022","8:00 AM","9:00 AM","337.09"
"Mar 2, 2022","9:00 AM","10:00 AM","298.10"
"Mar 2, 2022","10:00 AM","11:00 AM","267.85"
"Mar 2, 2022","11:00 AM","12:00 PM","257.95"
"Mar 2, 2022","12:00 PM","1:00 PM","245.82"
"Mar 2, 2022","1:00 PM","2:00 PM","234.99"
"Mar 2, 2022","2:00 PM","3:00 PM","236.29"
"Mar 2, 2022","3:00 PM","4:00 PM","249.66"
"Mar 2, 2022","4:00 PM","5:00 PM","272.58"
"Mar 2, 2022","5:00 PM","6:00 PM","316.56"
"Mar 2, 2022","6:00 PM","7:00 PM","384.83"
"Mar 2, 2022","7:00 PM","8:00 PM","385.00"
"Mar 2, 2022","8:00 PM","9:00 PM","321.09"
"Mar 2, 2022","9:00 PM","10:00 PM","288.47"
"Mar 2, 2022","10:00 PM","11:00 PM","265.78"
"Mar 2, 2022","11:00 PM","12:00 AM","249.66"
"Mar 3, 2022","12:00 AM","1:00 AM","331.16"
"Mar 3, 2022","1:00 AM","2:00 AM","322.53"
"Mar 3, 2022","2:00 AM","3:00 AM","316.00"
"Mar 3, 2022","3:00 AM","4:00 AM","307.01"
"Mar 3, 2022","4:00 AM","5:00 AM","307.30"
"Mar 3, 2022","5:00 AM","6:00 AM","332.27"
"Mar 3, 2022","6:00 AM","7:00 AM","371.41"
"Mar 3, 2022","7:00 AM","8:00 AM","405.00"
"Mar 3, 2022","8:00 AM","9:00 AM","400.00"
"Mar 3, 2022","9:00 AM","10:00 AM","359.96"
"Mar 3, 2022","10:00 AM","11:00 AM","294.76"
"Mar 3, 2022","11:00 AM","12:00 PM","276.94"
"Mar 3, 2022","12:00 PM","1:00 PM","266.04"
"Mar 3, 2022","1:00 PM","2:00 PM","269.92"
"Mar 3, 2022","2:00 PM","3:00 PM","293.02"
"Mar 3, 2022","3:00 PM","4:00 PM","319.58"
"Mar 3, 2022","4:00 PM","5:00 PM","336.53"
"Mar 3, 2022","5:00 PM","6:00 PM","398.53"
"Mar 3, 2022","6:00 PM","7:00 PM","410.00"
"Mar 3, 2022","7:00 PM","8:00 PM","405.05"
"Mar 3, 2022","8:00 PM","9:00 PM","390.00"
"Mar 3, 2022","9:00 PM","10:00 PM","350.00"
"Mar 3, 2022","10:00 PM","11:00 PM","333.88"
"Mar 3, 2022","11:00 PM","12:00 AM","319.90"
"Mar 4, 2022","12:00 AM","1:00 AM","351.07"
"Mar 4, 2022","1:00 AM","2:00 AM","346.60"
"Mar 4, 2022","2:00 AM","3:00 AM","329.40"
"Mar 4, 2022","3:00 AM","4:00 AM","304.05"
"Mar 4, 2022","4:00 AM","5:00 AM","315.00"
"Mar 4, 2022","5:00 AM","6:00 AM","349.07"
"Mar 4, 2022","6:00 AM","7:00 AM","398.60"
"Mar 4, 2022","7:00 AM","8:00 AM","410.00"
"Mar 4, 2022","8:00 AM","9:00 AM","410.05"
"Mar 4, 2022","9:00 AM","10:00 AM","385.16"
"Mar 4, 2022","10:00 AM","11:00 AM","362.95"
"Mar 4, 2022","11:00 AM","12:00 PM","349.78"
"Mar 4, 2022","12:00 PM","1:00 PM","310.69"
"Mar 4, 2022","1:00 PM","2:00 PM","292.16"
"Mar 4, 2022","2:00 PM","3:00 PM","307.43"
"Mar 4, 2022","3:00 PM","4:00 PM","329.95"
"Mar 4, 2022","4:00 PM","5:00 PM","355.77"
"Mar 4, 2022","5:00 PM","6:00 PM","380.94"
"Mar 4, 2022","6:00 PM","7:00 PM","410.00"
"Mar 4, 2022","7:00 PM","8:00 PM","410.00"
"Mar 4, 2022","8:00 PM","9:00 PM","400.08"
"Mar 4, 2022","9:00 PM","10:00 PM","381.83"
"Mar 4, 2022","10:00 PM","11:00 PM","359.07"
"Mar 4, 2022","11:00 PM","12:00 AM","361.01"
"Mar 5, 2022","12:00 AM","1:00 AM","363.87"
"Mar 5, 2022","1:00 AM","2:00 AM","360.00"
"Mar 5, 2022","2:00 AM","3:00 AM","350.00"
"Mar 5, 2022","3:00 AM","4:00 AM","330.00"
"Mar 5, 2022","4:00 AM","5:00 AM","338.85"
"Mar 5, 2022","5:00 AM","6:00 AM","347.04"
"Mar 5, 2022","6:00 AM","7:00 AM","369.00"
"Mar 5, 2022","7:00 AM","8:00 AM","378.10"
"Mar 5, 2022","8:00 AM","9:00 AM","370.53"
"Mar 5, 2022","9:00 AM","10:00 AM","322.34"
"Mar 5, 2022","10:00 AM","11:00 AM","293.81"
"Mar 5, 2022","11:00 AM","12:00 PM","290.57"
"Mar 5, 2022","12:00 PM","1:00 PM","279.30"
"Mar 5, 2022","1:00 PM","2:00 PM","260.35"
"Mar 5, 2022","2:00 PM","3:00 PM","260.56"
"Mar 5, 2022","3:00 PM","4:00 PM","301.36"
"Mar 5, 2022","4:00 PM","5:00 PM","339.99"
"Mar 5, 2022","5:00 PM","6:00 PM","385.63"
"Mar 5, 2022","6:00 PM","7:00 PM","405.78"
"Mar 5, 2022","7:00 PM","8:00 PM","409.30"
"Mar 5, 2022","8:00 PM","9:00 PM","400.00"
"Mar 5, 2022","9:00 PM","10:00 PM","377.25"
"Mar 5, 2022","10:00 PM","11:00 PM","369.63"
"Mar 5, 2022","11:00 PM","12:00 AM","362.40"
"Mar 6, 2022","12:00 AM","1:00 AM","390.61"
"Mar 6, 2022","1:00 AM","2:00 AM","353.00"
"Mar 6, 2022","2:00 AM","3:00 AM","345.16"
"Mar 6, 2022","3:00 AM","4:00 AM","334.21"
"Mar 6, 2022","4:00 AM","5:00 AM","339.44"
"Mar 6, 2022","5:00 AM","6:00 AM","342.09"
"Mar 6, 2022","6:00 AM","7:00 AM","350.06"
"Mar 6, 2022","7:00 AM","8:00 AM","340.44"
"Mar 6, 2022","8:00 AM","9:00 AM","336.52"
"Mar 6, 2022","9:00 AM","10:00 AM","210.01"
"Mar 6, 2022","10:00 AM","11:00 AM","259.02"
"Mar 6, 2022","11:00 AM","12:00 PM","268.05"
"Mar 6, 2022","12:00 PM","1:00 PM","279.00"
"Mar 6, 2022","1:00 PM","2:00 PM","249.18"
"Mar 6, 2022","2:00 PM","3:00 PM","246.29"
"Mar 6, 2022","3:00 PM","4:00 PM","281.41"
"Mar 6, 2022","4:00 PM","5:00 PM","308.10"
"Mar 6, 2022","5:00 PM","6:00 PM","385.16"
"Mar 6, 2022","6:00 PM","7:00 PM","435.08"
"Mar 6, 2022","7:00 PM","8:00 PM","454.28"
"Mar 6, 2022","8:00 PM","9:00 PM","436.35"
"Mar 6, 2022","9:00 PM","10:00 PM","412.02"
"Mar 6, 2022","10:00 PM","11:00 PM","412.02"
"Mar 6, 2022","11:00 PM","12:00 AM","411.65"
"Mar 7, 2022","12:00 AM","1:00 AM","377.56"
"Mar 7, 2022","1:00 AM","2:00 AM","369.83"
"Mar 7, 2022","2:00 AM","3:00 AM","368.94"
"Mar 7, 2022","3:00 AM","4:00 AM","359.21"
"Mar 7, 2022","4:00 AM","5:00 AM","361.71"
"Mar 7, 2022","5:00 AM","6:00 AM","397.23"
"Mar 7, 2022","6:00 AM","7:00 AM","465.77"
"Mar 7, 2022","7:00 AM","8:00 AM","512.36"
"Mar 7, 2022","8:00 AM","9:00 AM","515.01"
"Mar 7, 2022","9:00 AM","10:00 AM","483.00"
"Mar 7, 2022","10:00 AM","11:00 AM","390.61"
"Mar 7, 2022","11:00 AM","12:00 PM","341.84"
"Mar 7, 2022","12:00 PM","1:00 PM","340.22"
"Mar 7, 2022","1:00 PM","2:00 PM","320.80"
"Mar 7, 2022","2:00 PM","3:00 PM","312.82"
"Mar 7, 2022","3:00 PM","4:00 PM","351.54"
"Mar 7, 2022","4:00 PM","5:00 PM","400.00"
"Mar 7, 2022","5:00 PM","6:00 PM","450.39"
"Mar 7, 2022","6:00 PM","7:00 PM","507.54"
"Mar 7, 2022","7:00 PM","8:00 PM","522.91"
"Mar 7, 2022","8:00 PM","9:00 PM","475.00"
"Mar 7, 2022","9:00 PM","10:00 PM","434.97"
"Mar 7, 2022","10:00 PM","11:00 PM","415.42"
"Mar 7, 2022","11:00 PM","12:00 AM","367.72"
"Mar 8, 2022","12:00 AM","1:00 AM","456.05"
"Mar 8, 2022","1:00 AM","2:00 AM","449.50"
"Mar 8, 2022","2:00 AM","3:00 AM","449.50"
"Mar 8, 2022","3:00 AM","4:00 AM","424.88"
"Mar 8, 2022","4:00 AM","5:00 AM","437.51"
"Mar 8, 2022","5:00 AM","6:00 AM","457.57"
"Mar 8, 2022","6:00 AM","7:00 AM","622.30"
"Mar 8, 2022","7:00 AM","8:00 AM","690.00"
"Mar 8, 2022","8:00 AM","9:00 AM","650.00"
"Mar 8, 2022","9:00 AM","10:00 AM","541.51"
"Mar 8, 2022","10:00 AM","11:00 AM","353.31"
"Mar 8, 2022","11:00 AM","12:00 PM","333.83"
"Mar 8, 2022","12:00 PM","1:00 PM","316.52"
"Mar 8, 2022","1:00 PM","2:00 PM","294.77"
"Mar 8, 2022","2:00 PM","3:00 PM","310.60"
"Mar 8, 2022","3:00 PM","4:00 PM","366.99"
"Mar 8, 2022","4:00 PM","5:00 PM","514.31"
"Mar 8, 2022","5:00 PM","6:00 PM","603.08"
"Mar 8, 2022","6:00 PM","7:00 PM","674.93"
"Mar 8, 2022","7:00 PM","8:00 PM","700.00"
"Mar 8, 2022","8:00 PM","9:00 PM","619.92"
"Mar 8, 2022","9:00 PM","10:00 PM","542.90"
"Mar 8, 2022","10:00 PM","11:00 PM","492.05"
"Mar 8, 2022","11:00 PM","12:00 AM","399.73"
"Mar 9, 2022","12:00 AM","1:00 AM","430.07"
"Mar 9, 2022","1:00 AM","2:00 AM","408.91"
"Mar 9, 2022","2:00 AM","3:00 AM","418.38"
"Mar 9, 2022","3:00 AM","4:00 AM","420.03"
"Mar 9, 2022","4:00 AM","5:00 AM","420.03"
"Mar 9, 2022","5:00 AM","6:00 AM","440.00"
"Mar 9, 2022","6:00 AM","7:00 AM","523.76"
"Mar 9, 2022","7:00 AM","8:00 AM","579.45"
"Mar 9, 2022","8:00 AM","9:00 AM","554.76"
"Mar 9, 2022","9:00 AM","10:00 AM","449.99"
"Mar 9, 2022","10:00 AM","11:00 AM","389.00"
"Mar 9, 2022","11:00 AM","12:00 PM","350.83"
"Mar 9, 2022","12:00 PM","1:00 PM","305.11"
"Mar 9, 2022","1:00 PM","2:00 PM","316.75"
"Mar 9, 2022","2:00 PM","3:00 PM","341.86"
"Mar 9, 2022","3:00 PM","4:00 PM","382.44"
"Mar 9, 2022","4:00 PM","5:00 PM","425.09"
"Mar 9, 2022","5:00 PM","6:00 PM","529.43"
"Mar 9, 2022","6:00 PM","7:00 PM","574.93"
"Mar 9, 2022","7:00 PM","8:00 PM","605.00"
"Mar 9, 2022","8:00 PM","9:00 PM","528.03"
"Mar 9, 2022","9:00 PM","10:00 PM","448.75"
"Mar 9, 2022","10:00 PM","11:00 PM","449.06"
"Mar 9, 2022","11:00 PM","12:00 AM","418.45"
"Mar 10, 2022","12:00 AM","1:00 AM","350.00"
"Mar 10, 2022","1:00 AM","2:00 AM","320.00"
"Mar 10, 2022","2:00 AM","3:00 AM","321.59"
"Mar 10, 2022","3:00 AM","4:00 AM","310.09"
"Mar 10, 2022","4:00 AM","5:00 AM","310.07"
"Mar 10, 2022","5:00 AM","6:00 AM","335.01"
"Mar 10, 2022","6:00 AM","7:00 AM","414.66"
"Mar 10, 2022","7:00 AM","8:00 AM","436.06"
"Mar 10, 2022","8:00 AM","9:00 AM","421.17"
"Mar 10, 2022","9:00 AM","10:00 AM","311.99"
"Mar 10, 2022","10:00 AM","11:00 AM","240.33"
"Mar 10, 2022","11:00 AM","12:00 PM","199.82"
"Mar 10, 2022","12:00 PM","1:00 PM","171.70"
"Mar 10, 2022","1:00 PM","2:00 PM","150.01"
"Mar 10, 2022","2:00 PM","3:00 PM","162.66"
"Mar 10, 2022","3:00 PM","4:00 PM","199.85"
"Mar 10, 2022","4:00 PM","5:00 PM","276.58"
"Mar 10, 2022","5:00 PM","6:00 PM","379.95"
"Mar 10, 2022","6:00 PM","7:00 PM","412.40"
"Mar 10, 2022","7:00 PM","8:00 PM","326.39"
"Mar 10, 2022","8:00 PM","9:00 PM","179.01"
"Mar 10, 2022","9:00 PM","10:00 PM","173.60"
"Mar 10, 2022","10:00 PM","11:00 PM","172.74"
"Mar 10, 2022","11:00 PM","12:00 AM","123.93"
"Mar 11, 2022","12:00 AM","1:00 AM","88.96"
"Mar 11, 2022","1:00 AM","2:00 AM","91.02"
"Mar 11, 2022","2:00 AM","3:00 AM","88.93"
"Mar 11, 2022","3:00 AM","4:00 AM","97.03"
"Mar 11, 2022","4:00 AM","5:00 AM","91.15"
"Mar 11, 2022","5:00 AM","6:00 AM","109.92"
"Mar 11, 2022","6:00 AM","7:00 AM","172.57"
"Mar 11, 2022","7:00 AM","8:00 AM","185.06"
"Mar 11, 2022","8:00 AM","9:00 AM","112.35"
"Mar 11, 2022","9:00 AM","10:00 AM","67.30"
"Mar 11, 2022","10:00 AM","11:00 AM","23.07"
"Mar 11, 2022","11:00 AM","12:00 PM","15.52"
"Mar 11, 2022","12:00 PM","1:00 PM","10.10"
"Mar 11, 2022","1:00 PM","2:00 PM","0.10"
"Mar 11, 2022","2:00 PM","3:00 PM","0.08"
"Mar 11, 2022","3:00 PM","4:00 PM","10.04"
"Mar 11, 2022","4:00 PM","5:00 PM","23.87"
"Mar 11, 2022","5:00 PM","6:00 PM","118.86"
"Mar 11, 2022","6:00 PM","7:00 PM","170.06"
"Mar 11, 2022","7:00 PM","8:00 PM","151.98"
"Mar 11, 2022","8:00 PM","9:00 PM","84.48"
"Mar 11, 2022","9:00 PM","10:00 PM","69.77"
"Mar 11, 2022","10:00 PM","11:00 PM","81.05"
"Mar 11, 2022","11:00 PM","12:00 AM","67.27"
"Mar 12, 2022","12:00 AM","1:00 AM","68.93"
"Mar 12, 2022","1:00 AM","2:00 AM","69.07"
"Mar 12, 2022","2:00 AM","3:00 AM","72.97"
"Mar 12, 2022","3:00 AM","4:00 AM","72.99"
"Mar 12, 2022","4:00 AM","5:00 AM","72.93"
"Mar 12, 2022","5:00 AM","6:00 AM","73.11"
"Mar 12, 2022","6:00 AM","7:00 AM","89.05"
"Mar 12, 2022","7:00 AM","8:00 AM","87.52"
"Mar 12, 2022","8:00 AM","9:00 AM","79.07"
"Mar 12, 2022","9:00 AM","10:00 AM","78.90"
"Mar 12, 2022","10:00 AM","11:00 AM","72.95"
"Mar 12, 2022","11:00 AM","12:00 PM","67.84"
"Mar 12, 2022","12:00 PM","1:00 PM","72.91"
"Mar 12, 2022","1:00 PM","2:00 PM","68.95"
"Mar 12, 2022","2:00 PM","3:00 PM","80.07"
"Mar 12, 2022","3:00 PM","4:00 PM","118.95"
"Mar 12, 2022","4:00 PM","5:00 PM","189.30"
"Mar 12, 2022","5:00 PM","6:00 PM","287.30"
"Mar 12, 2022","6:00 PM","7:00 PM","323.30"
"Mar 12, 2022","7:00 PM","8:00 PM","235.00"
"Mar 12, 2022","8:00 PM","9:00 PM","173.00"
"Mar 12, 2022","9:00 PM","10:00 PM","176.50"
"Mar 12, 2022","10:00 PM","11:00 PM","182.51"
"Mar 12, 2022","11:00 PM","12:00 AM","168.88"
"Mar 13, 2022","12:00 AM","1:00 AM","160.10"
"Mar 13, 2022","1:00 AM","2:00 AM","150.01"
"Mar 13, 2022","2:00 AM","3:00 AM","124.27"
"Mar 13, 2022","3:00 AM","4:00 AM","102.54"
"Mar 13, 2022","4:00 AM","5:00 AM","130.25"
"Mar 13, 2022","5:00 AM","6:00 AM","120.70"
"Mar 13, 2022","6:00 AM","7:00 AM","100.05"
"Mar 13, 2022","7:00 AM","8:00 AM","90.92"
"Mar 13, 2022","8:00 AM","9:00 AM","77.49"
"Mar 13, 2022","9:00 AM","10:00 AM","72.82"
"Mar 13, 2022","10:00 AM","11:00 AM","56.15"
"Mar 13, 2022","11:00 AM","12:00 PM","30.07"
"Mar 13, 2022","12:00 PM","1:00 PM","24.76"
"Mar 13, 2022","1:00 PM","2:00 PM","8.55"
"Mar 13, 2022","2:00 PM","3:00 PM","10.05"
"Mar 13, 2022","3:00 PM","4:00 PM","30.07"
"Mar 13, 2022","4:00 PM","5:00 PM","104.03"
"Mar 13, 2022","5:00 PM","6:00 PM","212.12"
"Mar 13, 2022","6:00 PM","7:00 PM","234.21"
"Mar 13, 2022","7:00 PM","8:00 PM","199.90"
"Mar 13, 2022","8:00 PM","9:00 PM","170.08"
"Mar 13, 2022","9:00 PM","10:00 PM","163.12"
"Mar 13, 2022","10:00 PM","11:00 PM","190.67"
"Mar 13, 2022","11:00 PM","12:00 AM","199.42"
"Mar 14, 2022","12:00 AM","1:00 AM","205.90"
"Mar 14, 2022","1:00 AM","2:00 AM","204.44"
"Mar 14, 2022","2:00 AM","3:00 AM","211.64"
"Mar 14, 2022","3:00 AM","4:00 AM","207.03"
"Mar 14, 2022","4:00 AM","5:00 AM","219.91"
"Mar 14, 2022","5:00 AM","6:00 AM","230.06"
"Mar 14, 2022","6:00 AM","7:00 AM","301.92"
"Mar 14, 2022","7:00 AM","8:00 AM","335.88"
"Mar 14, 2022","8:00 AM","9:00 AM","344.24"
"Mar 14, 2022","9:00 AM","10:00 AM","300.83"
"Mar 14, 2022","10:00 AM","11:00 AM","265.91"
"Mar 14, 2022","11:00 AM","12:00 PM","258.34"
"Mar 14, 2022","12:00 PM","1:00 PM","240.57"
"Mar 14, 2022","1:00 PM","2:00 PM","224.25"
"Mar 14, 2022","2:00 PM","3:00 PM","218.34"
"Mar 14, 2022","3:00 PM","4:00 PM","269.80"
"Mar 14, 2022","4:00 PM","5:00 PM","293.02"
"Mar 14, 2022","5:00 PM","6:00 PM","346.50"
"Mar 14, 2022","6:00 PM","7:00 PM","390.01"
"Mar 14, 2022","7:00 PM","8:00 PM","435.42"
"Mar 14, 2022","8:00 PM","9:00 PM","365.26"
"Mar 14, 2022","9:00 PM","10:00 PM","322.70"
"Mar 14, 2022","10:00 PM","11:00 PM","300.73"
"Mar 14, 2022","11:00 PM","12:00 AM","261.86"
"Mar 15, 2022","12:00 AM","1:00 AM","248.92"
"Mar 15, 2022","1:00 AM","2:00 AM","245.03"
"Mar 15, 2022","2:00 AM","3:00 AM","241.79"
"Mar 15, 2022","3:00 AM","4:00 AM","240.07"
"Mar 15, 2022","4:00 AM","5:00 AM","242.69"
"Mar 15, 2022","5:00 AM","6:00 AM","262.40"
"Mar 15, 2022","6:00 AM","7:00 AM","318.93"
"Mar 15, 2022","7:00 AM","8:00 AM","340.29"
"Mar 15, 2022","8:00 AM","9:00 AM","349.98"
"Mar 15, 2022","9:00 AM","10:00 AM","329.45"
"Mar 15, 2022","10:00 AM","11:00 AM","318.46"
"Mar 15, 2022","11:00 AM","12:00 PM","296.17"
"Mar 15, 2022","12:00 PM","1:00 PM","279.49"
"Mar 15, 2022","1:00 PM","2:00 PM","283.24"
"Mar 15, 2022","2:00 PM","3:00 PM","287.96"
"Mar 15, 2022","3:00 PM","4:00 PM","297.17"
"Mar 15, 2022","4:00 PM","5:00 PM","317.53"
"Mar 15, 2022","5:00 PM","6:00 PM","332.36"
"Mar 15, 2022","6:00 PM","7:00 PM","375.00"
"Mar 15, 2022","7:00 PM","8:00 PM","405.02"
"Mar 15, 2022","8:00 PM","9:00 PM","335.24"
"Mar 15, 2022","9:00 PM","10:00 PM","312.09"
"Mar 15, 2022","10:00 PM","11:00 PM","288.99"
"Mar 15, 2022","11:00 PM","12:00 AM","264.63"
"Mar 16, 2022","12:00 AM","1:00 AM","253.41"
"Mar 16, 2022","1:00 AM","2:00 AM","251.40"
"Mar 16, 2022","2:00 AM","3:00 AM","247.50"
"Mar 16, 2022","3:00 AM","4:00 AM","240.01"
"Mar 16, 2022","4:00 AM","5:00 AM","238.50"
"Mar 16, 2022","5:00 AM","6:00 AM","249.72"
"Mar 16, 2022","6:00 AM","7:00 AM","296.96"
"Mar 16, 2022","7:00 AM","8:00 AM","317.70"
"Mar 16, 2022","8:00 AM","9:00 AM","314.00"
"Mar 16, 2022","9:00 AM","10:00 AM","295.94"
"Mar 16, 2022","10:00 AM","11:00 AM","276.60"
"Mar 16, 2022","11:00 AM","12:00 PM","260.14"
"Mar 16, 2022","12:00 PM","1:00 PM","207.44"
"Mar 16, 2022","1:00 PM","2:00 PM","204.01"
"Mar 16, 2022","2:00 PM","3:00 PM","200.03"
"Mar 16, 2022","3:00 PM","4:00 PM","198.22"
"Mar 16, 2022","4:00 PM","5:00 PM","248.97"
"Mar 16, 2022","5:00 PM","6:00 PM","294.92"
"Mar 16, 2022","6:00 PM","7:00 PM","319.13"
"Mar 16, 2022","7:00 PM","8:00 PM","296.49"
"Mar 16, 2022","8:00 PM","9:00 PM","215.58"
"Mar 16, 2022","9:00 PM","10:00 PM","165.96"
"Mar 16, 2022","10:00 PM","11:00 PM","165.22"
"Mar 16, 2022","11:00 PM","12:00 AM","129.27"
"Mar 17, 2022","12:00 AM","1:00 AM","157.27"
"Mar 17, 2022","1:00 AM","2:00 AM","127.99"
"Mar 17, 2022","2:00 AM","3:00 AM","119.71"
"Mar 17, 2022","3:00 AM","4:00 AM","126.58"
"Mar 17, 2022","4:00 AM","5:00 AM","147.97"
"Mar 17, 2022","5:00 AM","6:00 AM","180.00"
"Mar 17, 2022","6:00 AM","7:00 AM","206.50"
"Mar 17, 2022","7:00 AM","8:00 AM","262.89"
"Mar 17, 2022","8:00 AM","9:00 AM","270.00"
"Mar 17, 2022","9:00 AM","10:00 AM","254.94"
"Mar 17, 2022","10:00 AM","11:00 AM","211.60"
"Mar 17, 2022","11:00 AM","12:00 PM","220.02"
"Mar 17, 2022","12:00 PM","1:00 PM","206.21"
"Mar 17, 2022","1:00 PM","2:00 PM","214.09"
"Mar 17, 2022","2:00 PM","3:00 PM","229.97"
"Mar 17, 2022","3:00 PM","4:00 PM","246.20"
"Mar 17, 2022","4:00 PM","5:00 PM","257.36"
"Mar 17, 2022","5:00 PM","6:00 PM","276.22"
"Mar 17, 2022","6:00 PM","7:00 PM","310.03"
"Mar 17, 2022","7:00 PM","8:00 PM","347.21"
"Mar 17, 2022","8:00 PM","9:00 PM","295.92"
"Mar 17, 2022","9:00 PM","10:00 PM","259.29"
"Mar 17, 2022","10:00 PM","11:00 PM","244.66"
"Mar 17, 2022","11:00 PM","12:00 AM","237.20"
"Mar 18, 2022","12:00 AM","1:00 AM","203.03"
"Mar 18, 2022","1:00 AM","2:00 AM","206.97"
"Mar 18, 2022","2:00 AM","3:00 AM","201.38"
"Mar 18, 2022","3:00 AM","4:00 AM","206.50"
"Mar 18, 2022","4:00 AM","5:00 AM","209.90"
"Mar 18, 2022","5:00 AM","6:00 AM","217.06"
"Mar 18, 2022","6:00 AM","7:00 AM","262.97"
"Mar 18, 2022","7:00 AM","8:00 AM","291.51"
"Mar 18, 2022","8:00 AM","9:00 AM","287.81"
"Mar 18, 2022","9:00 AM","10:00 AM","249.90"
"Mar 18, 2022","10:00 AM","11:00 AM","228.58"
"Mar 18, 2022","11:00 AM","12:00 PM","204.87"
"Mar 18, 2022","12:00 PM","1:00 PM","205.01"
"Mar 18, 2022","1:00 PM","2:00 PM","201.14"
"Mar 18, 2022","2:00 PM","3:00 PM","200.31"
"Mar 18, 2022","3:00 PM","4:00 PM","202.48"
"Mar 18, 2022","4:00 PM","5:00 PM","212.40"
"Mar 18, 2022","5:00 PM","6:00 PM","245.54"
"Mar 18, 2022","6:00 PM","7:00 PM","275.31"
"Mar 18, 2022","7:00 PM","8:00 PM","286.52"
"Mar 18, 2022","8:00 PM","9:00 PM","251.15"
"Mar 18, 2022","9:00 PM","10:00 PM","216.95"
"Mar 18, 2022","10:00 PM","11:00 PM","228.50"
"Mar 18, 2022","11:00 PM","12:00 AM","197.81"
"Mar 19, 2022","12:00 AM","1:00 AM","196.67"
